type,part_of_speech,source_section,line,english,japanese,explanation,example_1_en,example_1_ja,example_2_en,example_2_ja,review_status
word,noun,beginnerWords,391,toothbrush,歯ブラシ,,,,,,noun_no_example
word,noun,beginnerWords,392,toothpaste,歯みがき粉,,,,,,noun_no_example
word,adjective,beginnerWords,393,healthy,健康的な,,,,,,needs_example_review
word,adjective,beginnerWords,394,sick,具合が悪い,,,,,,needs_example_review
word,adjective,beginnerWords,395,tired,疲れた,,I'm tired after work.,仕事の後で疲れています。,She looked tired yesterday.,昨日、彼女は疲れているように見えました。,reviewed
word,adjective,beginnerWords,396,hungry,お腹がすいた,,I'm hungry now.,今、お腹がすいています。,The children were hungry after the trip.,旅行の後、子どもたちはお腹をすかせていました。,reviewed
word,adjective,beginnerWords,397,thirsty,喉が渇いた,,I'm thirsty. Can I have some water?,喉が渇きました。水をもらえますか。,He was thirsty after running.,走った後で彼は喉が渇いていました。,reviewed
word,adjective,beginnerWords,398,sleepy,眠い,,,,,,needs_example_review
word,adjective,beginnerWords,399,happy,うれしい,,I'm happy to hear that.,それを聞いてうれしいです。,She looked happy at the party.,彼女はパーティーでうれしそうでした。,reviewed
word,adjective,beginnerWords,400,sad,悲しい,,I felt sad after the movie.,その映画の後で悲しくなりました。,He sounded sad on the phone.,電話で彼は悲しそうでした。,reviewed
word,adjective,beginnerWords,401,angry,怒った,,,,,,needs_example_review
word,adjective,beginnerWords,402,worried,心配した,,,,,,needs_example_review
word,adjective,beginnerWords,403,scared,こわい,,,,,,needs_example_review
word,adjective,beginnerWords,404,excited,わくわくした,,,,,,needs_example_review
word,adjective,beginnerWords,405,busy,忙しい,,I'm busy this morning.,今朝は忙しいです。,The station is busy on Mondays.,月曜日は駅が混んでいます。,reviewed
word,adjective,beginnerWords,406,free,暇な,,Are you free this afternoon?,今日の午後は空いていますか。,I'm free after three.,3時以降は暇です。,reviewed
word,adjective,beginnerWords,407,safe,安全な,,Please choose a safe password.,安全なパスワードを選んでください。,This road is safe at night.,この道は夜でも安全です。,reviewed
word,adjective,beginnerWords,408,dangerous,危険な,,This road is dangerous at night.,この道は夜は危険です。,It's dangerous to text while driving.,運転中にメッセージを打つのは危険です。,reviewed
word,adjective,beginnerWords,409,careful,注意深い,,Please be careful on the stairs.,階段では注意してください。,She is careful with money.,彼女はお金の扱いに慎重です。,reviewed
word,adjective,beginnerWords,410,relaxed,落ち着いた,,,,,,needs_example_review
word,adjective,beginnerWords,411,strong,強い,,,,,,needs_example_review
word,adjective,beginnerWords,412,weak,弱い,,,,,,needs_example_review
word,adjective,beginnerWords,413,better,より良い,,,,,,needs_example_review
word,noun,beginnerWords,416,shirt,シャツ,,,,,,noun_no_example
word,noun,beginnerWords,417,T-shirt,Tシャツ,,,,,,noun_no_example
word,noun,beginnerWords,418,jacket,ジャケット,,,,,,noun_no_example
word,noun,beginnerWords,419,coat,コート,,,,,,noun_no_example
word,noun,beginnerWords,420,sweater,セーター,,,,,,noun_no_example
word,noun,beginnerWords,421,hoodie,パーカー,,,,,,noun_no_example
word,noun,beginnerWords,422,dress,ドレス,,,,,,noun_no_example
word,noun,beginnerWords,423,skirt,スカート,,,,,,noun_no_example
word,noun,beginnerWords,424,pants,ズボン,,,,,,noun_no_example
word,noun,beginnerWords,425,jeans,ジーンズ,,,,,,noun_no_example
word,noun,beginnerWords,426,shorts,短パン,,,,,,noun_no_example
word,noun,beginnerWords,427,socks,靴下,,,,,,noun_no_example
word,noun,beginnerWords,428,shoes,靴,,,,,,noun_no_example
word,noun,beginnerWords,429,boots,ブーツ,,,,,,noun_no_example
word,noun,beginnerWords,430,hat,帽子,,,,,,noun_no_example
word,noun,beginnerWords,431,cap,キャップ,,,,,,noun_no_example
word,noun,beginnerWords,432,glasses,めがね,,,,,,noun_no_example
word,noun,beginnerWords,433,sunglasses,サングラス,,,,,,noun_no_example
word,noun,beginnerWords,434,ring,指輪,,,,,,noun_no_example
word,noun,beginnerWords,435,necklace,ネックレス,,,,,,noun_no_example
word,noun,beginnerWords,436,bag,バッグ,,,,,,noun_no_example
word,noun,beginnerWords,437,size,サイズ,,,,,,noun_no_example
word,adjective,beginnerWords,438,small,小さい,,,,,,needs_example_review
word,adjective,beginnerWords,439,medium,中くらいの,,,,,,needs_example_review
word,adjective,beginnerWords,440,large,大きい,,,,,,needs_example_review
word,noun,beginnerWords,441,price,値段,,,,,,noun_no_example
word,noun,beginnerWords,442,sale,セール,,,,,,noun_no_example
word,noun,beginnerWords,443,discount,割引,,,,,,noun_no_example
word,noun,beginnerWords,444,cash,現金,,,,,,noun_no_example
word,noun,beginnerWords,445,credit card,クレジットカード,,,,,,noun_no_example
word,noun,beginnerWords,446,debit card,デビットカード,,,,,,noun_no_example
word,noun,beginnerWords,447,change,おつり,,,,,,noun_no_example
word,noun,beginnerWords,448,customer service,案内係,,,,,,noun_no_example
word,noun,beginnerWords,449,fitting room,試着室,,,,,,noun_no_example
word,noun,beginnerWords,450,shopping bag,買い物袋,,,,,,noun_no_example
word,noun,beginnerWords,451,gift,贈り物,,,,,,noun_no_example
word,noun,beginnerWords,452,souvenir,お土産,,,,,,noun_no_example
word,noun,beginnerWords,453,package,包み,,,,,,noun_no_example
word,noun,beginnerWords,454,box,箱,,,,,,noun_no_example
word,noun,beginnerWords,455,bottle,びん,,,,,,noun_no_example
word,noun,beginnerWords,456,can,缶,,,,,,noun_no_example
word,noun,beginnerWords,457,plastic bag,ビニール袋,,,,,,noun_no_example
word,noun,beginnerWords,458,favorite color,好きな色,,,,,,noun_no_example
word,noun,beginnerWords,459,red,赤,,,,,,noun_no_example
word,noun,beginnerWords,460,blue,青,,,,,,noun_no_example
word,noun,beginnerWords,461,green,緑,,,,,,noun_no_example
word,noun,beginnerWords,462,yellow,黄色,,,,,,noun_no_example
word,noun,beginnerWords,463,black,黒,,,,,,noun_no_example
word,noun,beginnerWords,464,white,白,,,,,,noun_no_example
word,noun,beginnerWords,465,gray,灰色,,,,,,noun_no_example
word,noun,beginnerWords,466,brown,茶色,,,,,,noun_no_example
word,noun,beginnerWords,467,pink,ピンク,,,,,,noun_no_example
word,noun,beginnerWords,468,purple,紫,,,,,,noun_no_example
word,noun,beginnerWords,469,orange color,オレンジ色,,,,,,noun_no_example
word,adjective,beginnerWords,470,clean,きれいな,,,,,,needs_example_review
word,adjective,beginnerWords,471,dirty,汚れた,,,,,,needs_example_review
word,adjective,beginnerWords,472,new,新しい,,,,,,needs_example_review
word,adjective,beginnerWords,473,old,古い,,,,,,needs_example_review
word,adjective,beginnerWords,474,pretty,かわいい,,,,,,needs_example_review
word,adjective,beginnerWords,475,simple,シンプルな,,,,,,needs_example_review
word,noun,beginnerWords,478,book,本,,,,,,noun_no_example
word,noun,beginnerWords,479,notebook,ノート,,,,,,noun_no_example
word,noun,beginnerWords,480,pen,ペン,,,,,,noun_no_example
word,noun,beginnerWords,481,pencil,鉛筆,,,,,,noun_no_example
word,noun,beginnerWords,482,eraser,消しゴム,,,,,,noun_no_example
word,noun,beginnerWords,483,marker,マーカー,,,,,,noun_no_example
word,noun,beginnerWords,484,paper,紙,,,,,,noun_no_example
word,noun,beginnerWords,485,dictionary,辞書,,,,,,noun_no_example
word,noun,beginnerWords,486,question,質問,,,,,,noun_no_example
word,noun,beginnerWords,487,answer,答え,,,,,,noun_no_example
word,noun,beginnerWords,488,lesson,授業,,,,,,noun_no_example
word,noun,beginnerWords,489,class,授業,,,,,,noun_no_example
word,noun,beginnerWords,490,homework,宿題,,,,,,noun_no_example
word,noun,beginnerWords,491,test,テスト,,,,,,noun_no_example
word,noun,beginnerWords,492,exam,試験,,,,,,noun_no_example
word,noun,beginnerWords,493,score,点数,,,,,,noun_no_example
word,noun,beginnerWords,494,grade,成績,,,,,,noun_no_example
word,noun,beginnerWords,495,practice,練習,,,,,,noun_no_example
word,noun,beginnerWords,496,example,例,,,,,,noun_no_example
word,noun,beginnerWords,497,note,メモ,,,,,,noun_no_example
word,noun,beginnerWords,498,meeting,会議,,,,,,noun_no_example
word,noun,beginnerWords,499,report,報告,,,,,,noun_no_example
word,noun,beginnerWords,500,email,メール,,,,,,noun_no_example
word,noun,beginnerWords,501,message,メッセージ,,,,,,noun_no_example
word,noun,beginnerWords,502,call,電話,,,,,,noun_no_example
word,noun,beginnerWords,503,computer,コンピューター,,,,,,noun_no_example
word,noun,beginnerWords,504,laptop,ノートパソコン,,,,,,noun_no_example
word,noun,beginnerWords,505,tablet,タブレット,,,,,,noun_no_example
word,noun,beginnerWords,506,phone,スマホ,,,,,,noun_no_example
word,noun,beginnerWords,507,screen,画面,,,,,,noun_no_example
word,noun,beginnerWords,508,keyboard,キーボード,,,,,,noun_no_example
word,noun,beginnerWords,509,mouse,マウス,,,,,,noun_no_example
word,noun,beginnerWords,510,printer,プリンター,,,,,,noun_no_example
word,noun,beginnerWords,511,charger,充電器,,,,,,noun_no_example
word,noun,beginnerWords,512,cable,ケーブル,,,,,,noun_no_example
word,noun,beginnerWords,513,battery,バッテリー,,,,,,noun_no_example
word,noun,beginnerWords,514,Internet,インターネット,,,,,,noun_no_example
word,noun,beginnerWords,515,website,ウェブサイト,,,,,,noun_no_example
word,noun,beginnerWords,516,page,ページ,,,,,,noun_no_example
word,noun,beginnerWords,517,file,ファイル,,,,,,noun_no_example
word,noun,beginnerWords,518,folder,フォルダー,,,,,,noun_no_example
word,noun,beginnerWords,519,password,パスワード,,,,,,noun_no_example
word,noun,beginnerWords,520,account,アカウント,,,,,,noun_no_example
word,noun,beginnerWords,521,user name,ユーザー名,,,,,,noun_no_example
word,noun,beginnerWords,522,button,ボタン,,,,,,noun_no_example
word,noun,beginnerWords,523,link,リンク,,,,,,noun_no_example
word,noun,beginnerWords,524,video,動画,,,,,,noun_no_example
word,noun,beginnerWords,525,photo,写真,,,,,,noun_no_example
word,noun,beginnerWords,526,music,音楽,,,,,,noun_no_example
word,noun,beginnerWords,527,game,ゲーム,,,,,,noun_no_example
word,noun,beginnerWords,528,news,ニュース,,,,,,noun_no_example
word,noun,beginnerWords,529,work,仕事,,,,,,noun_no_example
word,noun,beginnerWords,530,company,会社,,,,,,noun_no_example
word,noun,beginnerWords,531,office,職場,,,,,,noun_no_example
word,noun,beginnerWords,532,schedule,予定,,,,,,noun_no_example
word,noun,beginnerWords,533,task,作業,,,,,,noun_no_example
word,noun,beginnerWords,534,plan,計画,,,,,,noun_no_example
word,noun,beginnerWords,535,idea,考え,,,,,,noun_no_example
word,noun,beginnerWords,536,problem,問題,,,,,,noun_no_example
word,noun,beginnerWords,537,solution,解決,,,,,,noun_no_example
word,noun,beginnerWords,540,be,〜である,,,,,,noun_no_example
word,noun,beginnerWords,541,have,持っている,,,,,,noun_no_example
word,verb,beginnerWords,542,do,する,,I do my homework at night.,私は夜に宿題をします。,What should I do?,私は何をすればいいですか。,reviewed
word,noun,beginnerWords,543,make,作る,,,,,,noun_no_example
word,noun,beginnerWords,544,get,得る,,,,,,noun_no_example
word,noun,beginnerWords,545,take,取る,,,,,,noun_no_example
word,noun,beginnerWords,546,put,置く,,,,,,noun_no_example
word,verb,beginnerWords,547,use,使う,,Can I use this pen?,このペンを使ってもいいですか。,I use this app every day.,私はこのアプリを毎日使います。,reviewed
word,verb,beginnerWords,548,need,必要とする,,I need your help.,あなたの助けが必要です。,Do you need anything?,何か必要ですか。,reviewed
word,adjective,beginnerWords,549,want,欲しい,,I want some water.,水が欲しいです。,What do you want to do?,何をしたいですか。,reviewed
word,noun,beginnerWords,550,like,好き,,,,,,noun_no_example
word,noun,beginnerWords,551,love,とても好き,,,,,,noun_no_example
word,noun,beginnerWords,552,know,知っている,,,,,,noun_no_example
word,noun,beginnerWords,553,think,思う,,,,,,noun_no_example
word,verb,beginnerWords,554,see,見る,,I can see the station.,駅が見えます。,See you tomorrow.,また明日会いましょう。,reviewed
word,verb,beginnerWords,555,watch,見る,,,,,,needs_example_review
word,verb,beginnerWords,556,look,見る,,,,,,needs_example_review
word,noun,beginnerWords,557,hear,聞こえる,,,,,,noun_no_example
word,verb,beginnerWords,558,listen,聞く,,,,,,needs_example_review
word,verb,beginnerWords,559,say,言う,,What did you say?,何と言いましたか。,Please say that again.,もう一度それを言ってください。,reviewed
word,verb,beginnerWords,560,speak,話す,,I speak English a little.,私は英語を少し話します。,Please speak slowly.,ゆっくり話してください。,reviewed
word,verb,beginnerWords,561,talk,話す,,,,,,needs_example_review
word,noun,beginnerWords,562,ask,たずねる,,,,,,noun_no_example
word,noun,beginnerWords,563,answer,答える,,,,,,noun_no_example
word,verb,beginnerWords,564,call,電話する,,,,,,needs_example_review
word,verb,beginnerWords,565,help,手伝う / 助ける,,Can you help me with this?,これをちょっと手伝ってもらえますか。,I need some help.,ちょっと手伝ってほしいです。,reviewed
word,noun,beginnerWords,566,find,見つける,,,,,,noun_no_example
word,noun,beginnerWords,567,give,与える,,,,,,noun_no_example
word,noun,beginnerWords,568,show,見せる,,,,,,noun_no_example
word,noun,beginnerWords,569,bring,持ってくる,,,,,,noun_no_example
word,noun,beginnerWords,570,send,送る,,,,,,noun_no_example
word,adjective,beginnerWords,571,open,開ける,,Please open the window.,窓を開けてください。,The store opens at nine.,その店は9時に開きます。,reviewed
word,noun,beginnerWords,572,close,閉める,,,,,,noun_no_example
word,verb,beginnerWords,573,start,始める,,Let's start the meeting.,会議を始めましょう。,The class starts at ten.,授業は10時に始まります。,reviewed
word,verb,beginnerWords,574,finish,終える,,I finished my homework.,宿題を終えました。,What time does it finish?,それは何時に終わりますか。,reviewed
word,noun,beginnerWords,575,try,試す,,,,,,noun_no_example
word,verb,beginnerWords,576,wait,待つ,,Please wait here.,ここで待ってください。,I waited for the bus.,バスを待ちました。,reviewed
word,noun,beginnerWords,577,keep,保つ,,,,,,noun_no_example
word,noun,beginnerWords,578,move,動く,,,,,,noun_no_example
